_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_,,,,,,,,,,,,,,,,,,,,,
550,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК21,TIREX ПИК21,TIREX ПИК21,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК21,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК21,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 22 м., дальность с кам., чувств. 0,003ЛК до 45 м., угол ИК излучения 30 гр. Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 22 м., дальность с кам., чувств. 0,003ЛК до 45 м., угол ИК излучения 30 гр. Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.",4216,catalog/img/550.jpg,,,,,,,,,,,,,,,,,,,,,
551,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК21F,TIREX ПИК21F,TIREX ПИК21F,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК21F,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК21F,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 22 м., дальность с кам., чувств. 0,003ЛК до 45 м., угол ИК излучения 30 гр. Встроенный фотодатчик с функцией ""Антифары"". Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напр","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 22 м., дальность с кам., чувств. 0,003ЛК до 45 м., угол ИК излучения 30 гр. Встроенный фотодатчик с функцией ""Антифары"". Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.",4299,catalog/img/551.jpg,,,,,,,,,,,,,,,,,,,,,
552,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК22,TIREX ПИК22,TIREX ПИК22,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК22,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК22,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 15 м., дальность с кам., чувств. 0,003ЛК до 30 м., угол ИК излучения 80 гр. Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 15 м., дальность с кам., чувств. 0,003ЛК до 30 м., угол ИК излучения 80 гр. Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.",4216,catalog/img/552.jpg,,,,,,,,,,,,,,,,,,,,,
553,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК22F,TIREX ПИК22F,TIREX ПИК22F,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК22F,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК22F,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 15 м., дальность с кам., чувств. 0,003ЛК до 30 м., угол ИК излучения 80 гр. Встроенный фотодатчик с функцией ""Антифары"". Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напр","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 15 м., дальность с кам., чувств. 0,003ЛК до 30 м., угол ИК излучения 80 гр. Встроенный фотодатчик с функцией ""Антифары"". Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.",4299,catalog/img/553.jpg,,,,,,,,,,,,,,,,,,,,,
554,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК40,TIREX ПИК40,TIREX ПИК40,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК40,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК40,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,catalog/img/554.jpg,,,,,,,,,,,,,,,,,,,,,
555,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК41,TIREX ПИК41,TIREX ПИК41,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК41,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК41,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 24 м., дальность с кам., чувств. 0,003ЛК до 50 м., угол ИК излучения 30 гр. Диапазон питания 9 - 16В. Встроенная защита от бросков напряжения.","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 24 м., дальность с кам., чувств. 0,003ЛК до 50 м., угол ИК излучения 30 гр. Диапазон питания 9 - 16В. Встроенная защита от бросков напряжения.",4216,catalog/img/555.jpg,,,,,,,,,,,,,,,,,,,,,
556,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК41F,TIREX ПИК41F,TIREX ПИК41F,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК41F,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК41F,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 24 м., дальность с кам., чувств. 0,003ЛК до 50 м., угол ИК излучения 30 гр. Встроенный фотодатчик с функцией ""Антифары"". Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напр","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 24 м., дальность с кам., чувств. 0,003ЛК до 50 м., угол ИК излучения 30 гр. Встроенный фотодатчик с функцией ""Антифары"". Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.",4299,catalog/img/556.jpg,,,,,,,,,,,,,,,,,,,,,
557,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК42,TIREX ПИК42,TIREX ПИК42,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК42,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК42,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 17 м., дальность с кам., чувств. 0,003ЛК до 35 м., угол ИК излучения 80 гр. Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 17 м., дальность с кам., чувств. 0,003ЛК до 35 м., угол ИК излучения 80 гр. Диапазон питания 8 - 16В. Встроенная защита от импульсных бросков напряжения при включении.",4216,catalog/img/557.jpg,,,,,,,,,,,,,,,,,,,,,
558,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК42F,TIREX ПИК42F,TIREX ПИК42F,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК42F,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК42F,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 17 м., дальность с кам., чувств. 0,003ЛК до 35 м., угол ИК излучения 80 гр. Встроенный фотодатчик с функцией ""Антифары"". Диапазон питания 8 - 16В. Встроенная защита от бросков напряжения.","Длина волны излучения 850НМ, дальность с кам., чувств. 0,1ЛК до 17 м., дальность с кам., чувств. 0,003ЛК до 35 м., угол ИК излучения 80 гр. Встроенный фотодатчик с функцией ""Антифары"". Диапазон питания 8 - 16В. Встроенная защита от бросков напряжения.",4299,catalog/img/558.jpg,,,,,,,,,,,,,,,,,,,,,
559,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК51,TIREX ПИК51,TIREX ПИК51,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК51,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК51,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Описание TIREX ПИК51Прожектор TIREX ПИК51 предназначен для установки на (подвесном) потолке комнаты для скрытого освещения объекта наблюдения. Излучение полностью невидимо глазом. Технические характеристики TIREX ПИК51Дальность с камерой, чувствительность","Описание TIREX ПИК51Прожектор TIREX ПИК51 предназначен для установки на (подвесном) потолке комнаты для скрытого освещения объекта наблюдения. Излучение полностью невидимо глазом. Технические характеристики TIREX ПИК51Дальность с камерой, чувствительностью 0,08лк, метров.  до 10
Дальность с камерой, чувствительностью 0,003лк (на базе матриц ExView Sony CCD) метров   до 20
Угол излучения, градусов.  120
Напряжение питания, В  От 11 дo 14
Ток потребления, A  1,7
Длина волны излучения, НМ  950
Диапазон абочих температур, градусы Цельсия   От - 50 to + 40
Защита от переполюсовки   Да
Защита от перегрева   Да
Защита от бросков напряжения   До 50В.
Встроенный фотодатчик  Да
Габаритные размеры, мм.  190х110х50
Вес, грамм. 120",0,catalog/img/559.jpg,,,,,,,,,,,,,,,,,,,,,
560,Системы видеонаблюдения|ИК/LED подсветка|ИК подсветка,TIREX,TIREX ПИК51K,TIREX ПИК51K,TIREX ПИК51K,"Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК51K,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,ИК/LED подсветка,TIREX ПИК51K,TIREX,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,catalog/img/560.jpg,,,,,,,,,,,,,,,,,,,,,
569,"Системы контроля доступа|Замки, защелки, ручки|Замок электромагнитный",AccordTec,AccordTec ML-194K(Б/Э),AccordTec ML-194K(Б/Э),AccordTec ML-194K(Б/Э),"Системы контроля доступа,Замки, защелки, ручки,AccordTec ML-194K(Б/Э),AccordTec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,AccordTec ML-194K(Б/Э),AccordTec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Описание AccordTec ML-194K (Б/Э)AccordTec ML-194K (Б/Э)  электромагнитный замок предназначен для использования в системах контроля доступа и автоматики пожарных и запасных выходов; в помещениях, где предъявляются самые жесткие требования к исполнительному","Описание AccordTec ML-194K (Б/Э)AccordTec ML-194K (Б/Э)  электромагнитный замок предназначен для использования в системах контроля доступа и автоматики пожарных и запасных выходов; в помещениях, где предъявляются самые жесткие требования к исполнительному механизму: высокая надежность, износоустойчивость; вандалозащищенность. Электромагнитный замок   имеет увеличенный отсек блока электроники и алюминиевый корпус, все рабочие поверхности магнитоблока и якоря имеют цинковое покрытие толщиной не менее 12 мкм, усилие на отрыв не менее 500 кг.Технические характеристики AccordTec ML-194K (Б/Э)Усилие удержания: 500 кг
Потребляемый ток: не более 0.64 А
Питание: DC 12В
Размер отсека с блоком электроники: 52x63x36 мм 
Габаритные размеры(ДxВxШ): 267x70x40 мм
Масса: 5.5 кг(комплект).",2079,catalog/img/569.jpg,,,,,,,,,,,,,,,,,,,,,
571,"Системы контроля доступа|Замки, защелки, ручки|Замок электромагнитный",AccordTec,"AccordTec ML-180K(серый, с уголком)","AccordTec ML-180K(серый, с уголком)","AccordTec ML-180K(серый, с уголком)","Системы контроля доступа,Замки, защелки, ручки,AccordTec ML-180K(серый, с уголком),AccordTec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,AccordTec ML-180K(серый, с уголком),AccordTec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Описание AccordTec ML-180K(серый, с уголком)AccordTec ML-180K(серый, с уголком) - электромагнитный замок особенностью этой модели является то, что имеется в наличии два фиксатора якоря. Данная модель   идет без отсека для блока электроники. Корпус замков ","Описание AccordTec ML-180K(серый, с уголком)AccordTec ML-180K(серый, с уголком) - электромагнитный замок особенностью этой модели является то, что имеется в наличии два фиксатора якоря. Данная модель   идет без отсека для блока электроники. Корпус замков выполнен из штампованной стали толщиной 1 мм. Замок предназначен для использования в офисах и учреждениях, для установки на межкомнатные двери, шкафы. Поставляется с уголком для крепления.Технические характеристики  AccordTec ML-180K(серый, с уголком)Усилие удержания: 180 кг
Потребляемый ток: 0.4 А
Питание: DC 12В
Габаритные размеры(ДxВxШ): 180x40x25 мм
Масса: 800 г.Цвет: серый",1235,catalog/img/571.jpg,,,,,,,,,,,,,,,,,,,,,
574,"Системы контроля доступа|Замки, защелки, ручки|Замок электромагнитный",AccordTec,AccordTec ML-395,AccordTec ML-395,AccordTec ML-395,"Системы контроля доступа,Замки, защелки, ручки,AccordTec ML-395,AccordTec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,AccordTec ML-395,AccordTec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",2218,catalog/img/574.jpg,,,,,,,,,,,,,,,,,,,,,
579,"Системы контроля доступа|Замки, защелки, ручки|Замок накладной электромеханический",ISEO,ISEO 5213-10,ISEO 5213-10,ISEO 5213-10,"Системы контроля доступа,Замки, защелки, ручки,ISEO 5213-10,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 5213-10,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","ISEO 5213-10 - замок накладной, электромеханический, имеет кнопку выхода, блокируемую ключом в положении ""открыто"", ""закрыто"", 3 ключа в комплекте. Устанавливается изнутри, на дверь у которой петли слева и дверь открывается вовнутрь, часто используется со","ISEO 5213-10 - замок накладной, электромеханический, имеет кнопку выхода, блокируемую ключом в положении ""открыто"", ""закрыто"", 3 ключа в комплекте. Устанавливается изнутри, на дверь у которой петли слева и дверь открывается вовнутрь, часто используется совместно с аудио и видеодомофонами, имеющими кнопку открывания электрозамка. Замки фирмы ISEO имеют стальной корпус, покрытый черной эмалью. На корпусе замка размещается внутренний цилиндр и механическая кнопка для открывания ригеля-защелки изнутри без подачи напряжения на замок.",5032,catalog/img/579.jpg,,,,,,,,,,,,,,,,,,,,,
580,"Системы контроля доступа|Замки, защелки, ручки|Замок накладной электромеханический",ISEO,ISEO 5213-20,ISEO 5213-20,ISEO 5213-20,"Системы контроля доступа,Замки, защелки, ручки,ISEO 5213-20,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 5213-20,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","ISEO 5213-20 - замок накладной, электромеханический, имеет кнопку выхода, блокируемую ключом в положении ""открыто"", ""закрыто"", 3 ключа в комплекте. Устанавливается изнутри, на дверь у которой петли справа и дверь открывается вовнутрь, часто используется с","ISEO 5213-20 - замок накладной, электромеханический, имеет кнопку выхода, блокируемую ключом в положении ""открыто"", ""закрыто"", 3 ключа в комплекте. Устанавливается изнутри, на дверь у которой петли справа и дверь открывается вовнутрь, часто используется совместно с аудио и видеодомофонами, имеющими кнопку открывания электрозамка. Замки фирмы ISEO имеют стальной корпус, покрытый черной эмалью. На корпусе замка размещается внутренний цилиндр и механическая кнопка для открывания ригеля-защелки изнутри без подачи напряжения на замок.",5032,catalog/img/580.jpg,,,,,,,,,,,,,,,,,,,,,
581,"Системы контроля доступа|Замки, защелки, ручки|Замок накладной электромеханический",ISEO,ISEO 5113-10,ISEO 5113-10,ISEO 5113-10,"Системы контроля доступа,Замки, защелки, ручки,ISEO 5113-10,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 5113-10,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","ISEO 5113-10 - замок накладной, электромеханический, имеет кнопку выхода, блокируемую ключом в положении ""открыто"", ""закрыто"", 3 ключа в комплекте. Устанавливается изнутри, на дверь у которой петли слева и дверь открывается наружу, часто используется совм","ISEO 5113-10 - замок накладной, электромеханический, имеет кнопку выхода, блокируемую ключом в положении ""открыто"", ""закрыто"", 3 ключа в комплекте. Устанавливается изнутри, на дверь у которой петли слева и дверь открывается наружу, часто используется совместно с аудио и видеодомофонами, имеющими кнопку открывания электрозамка. Замки фирмы ISEO имеют стальной корпус, покрытый черной эмалью. На корпусе замка размещается внутренний цилиндр и механическая кнопка для открывания ригеля-защелки изнутри без подачи напряжения на замок.",5178,catalog/img/581.jpg,,,,,,,,,,,,,,,,,,,,,
582,"Системы контроля доступа|Замки, защелки, ручки|Замок накладной электромеханический",ISEO,ISEO 5113-20,ISEO 5113-20,ISEO 5113-20,"Системы контроля доступа,Замки, защелки, ручки,ISEO 5113-20,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 5113-20,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","ISEO 5113-20 - замок накладной, электромеханический, имеет кнопку выхода, блокируемую ключом в положении ""открыто"", ""закрыто"", 3 ключа в комплекте. Устанавливается изнутри, на дверь у которой петли справа и дверь открывается наружу, часто используется сов","ISEO 5113-20 - замок накладной, электромеханический, имеет кнопку выхода, блокируемую ключом в положении ""открыто"", ""закрыто"", 3 ключа в комплекте. Устанавливается изнутри, на дверь у которой петли справа и дверь открывается наружу, часто используется совместно с аудио и видеодомофонами, имеющими кнопку открывания электрозамка. Замки фирмы ISEO имеют стальной корпус, покрытый черной эмалью. На корпусе замка размещается внутренний цилиндр и механическая кнопка для открывания ригеля-защелки изнутри без подачи напряжения на замок.",5178,catalog/img/582.jpg,,,,,,,,,,,,,,,,,,,,,
583,"Системы контроля доступа|Замки, защелки, ручки|Замок врезной электромеханический",ISEO,ISEO 550-60-1,ISEO 550-60-1,ISEO 550-60-1,"Системы контроля доступа,Замки, защелки, ручки,ISEO 550-60-1,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 550-60-1,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН НА ВЫБОР,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,catalog/img/583.jpg,,,,,,,,,,,,,,,,,,,,,
584,"Системы контроля доступа|Замки, защелки, ручки|Замок врезной электромеханический",ISEO,ISEO 7817-02-25,ISEO 7817-02-25,ISEO 7817-02-25,"Системы контроля доступа,Замки, защелки, ручки,ISEO 7817-02-25,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 7817-02-25,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","ISEO 7817-02-25 - электромеханический замок, врезной узкий вертикальный. Замок предназначен для использования в качестве исполнительного устройства в составе систем контроля и управления доступом, для запирания легких и средних внутренних дверей офисов и ","ISEO 7817-02-25 - электромеханический замок, врезной узкий вертикальный. Замок предназначен для использования в качестве исполнительного устройства в составе систем контроля и управления доступом, для запирания легких и средних внутренних дверей офисов и административных помещений. Только ригель-защелка - управляется электрически, от ключа (при установке цилиндра) или от ручки. Ответная планка, цилиндр стандартного профиля и оковка ключевины поставляются отдельно.",4594,catalog/img/584.jpg,,,,,,,,,,,,,,,,,,,,,
585,"Системы контроля доступа|Замки, защелки, ручки|Замок врезной электромеханический",ISEO,ISEO 7817-02-35,ISEO 7817-02-35,ISEO 7817-02-35,"Системы контроля доступа,Замки, защелки, ручки,ISEO 7817-02-35,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 7817-02-35,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","ISEO 7817-02-35 - электромеханический замок, врезной узкий вертикальный. Замок предназначен для использования в качестве исполнительного устройства в составе систем контроля и управления доступом, для запирания легких и средних внутренних дверей офисов и ","ISEO 7817-02-35 - электромеханический замок, врезной узкий вертикальный. Замок предназначен для использования в качестве исполнительного устройства в составе систем контроля и управления доступом, для запирания легких и средних внутренних дверей офисов и административных помещений. Только ригель-защелка - управляется электрически, от ключа (при установке цилиндра) или от ручки. Ответная планка, цилиндр стандартного профиля и оковка ключевины поставляются отдельно.",4594,catalog/img/585.jpg,,,,,,,,,,,,,,,,,,,,,
586,"Системы контроля доступа|Замки, защелки, ручки|Замок врезной электромеханический",ISEO,ISEO 7818-02-25,ISEO 7818-02-25,ISEO 7818-02-25,"Системы контроля доступа,Замки, защелки, ручки,ISEO 7818-02-25,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 7818-02-25,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","ISEO 7818-02-25 - замок электромеханический врезной, узкий, вертикальный. Замок предназначен для использования в качестве исполнительного устройства в составе систем контроля и управления доступом, для запирания легких и средних внутренних дверей офисов и","ISEO 7818-02-25 - замок электромеханический врезной, узкий, вертикальный. Замок предназначен для использования в качестве исполнительного устройства в составе систем контроля и управления доступом, для запирания легких и средних внутренних дверей офисов и административных помещений. Ригель-защелка, ригель-задвижка, управляемая только ключом. Ответная планка, цилиндр стандартного профиля и оковка ключевины поставляются отдельно.",4740,catalog/img/586.jpg,,,,,,,,,,,,,,,,,,,,,
587,"Системы контроля доступа|Замки, защелки, ручки|Замок врезной электромеханический",ISEO,ISEO 7818-02-35,ISEO 7818-02-35,ISEO 7818-02-35,"Системы контроля доступа,Замки, защелки, ручки,ISEO 7818-02-35,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 7818-02-35,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","ISEO 7818-02-35 - замок электромеханический врезной, узкий, вертикальный. Замок предназначен для использования в качестве исполнительного устройства в составе систем контроля и управления доступом, для запирания легких и средних внутренних дверей офисов и","ISEO 7818-02-35 - замок электромеханический врезной, узкий, вертикальный. Замок предназначен для использования в качестве исполнительного устройства в составе систем контроля и управления доступом, для запирания легких и средних внутренних дверей офисов и административных помещений. Ригель-защелка, ригель-задвижка, управляемая только ключом. Ответная планка, цилиндр стандартного профиля и оковка ключевины поставляются отдельно.",4740,catalog/img/587.jpg,,,,,,,,,,,,,,,,,,,,,
589,"Системы контроля доступа|Замки, защелки, ручки|Замок накладной электромеханический",ISEO,ISEO 050-060,ISEO 050-060,ISEO 050-060,"Системы контроля доступа,Замки, защелки, ручки,ISEO 050-060,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы контроля доступа,Замки, защелки, ручки,ISEO 050-060,ISEO,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,catalog/img/589.jpg,,,,,,,,,,,,,,,,,,,,,
